Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
茸,24935,róng,jung4,yùng,,,,にょう,にょう,じょう,hangeul=[[용]]|eumhun=|rv=yong|mr=yong|y=yong,,,,,,,,,,,,,,,,
茹,24936,rú,jyu6,,,jî,,じょ,,,hangeul=여|eumhun=|rv=yeo|mr=yŏ|y=ye,,,,,,,,,,,,,,,,
茺,24937,chōng,cung1,,,,,しゅう,,,,,,,,,,,,,,,,,,,
茻,24938,mǎng,mong5,,,,,,,,,,,,,,,,,,,,,,,,
茿,24942,zhú,,,,,,,,,,,,,,,,,,,,,,,,,
荀,24943,xún,seon1,,,,,しゅん,しゅん,しゅん,hangeul=순|eumhun=|rv=sun|mr=sun|y=swun,,,,,,,,,,,,,,,,
荁,24944,huán,,,,,,,,,,,,,,,,,,,,,,,,,
荂,24945,fū,kwaa1,,,,,か,,,,,,,,,,,,,,,,,,,
荃,24946,quán,cyun4,,,,,せん,,,hangeul=전|eumhun=|rv=jeon|mr=chŏn|y=cen,,,,,,,,,,,,,,,,
荄,24947,gāi,goi1,,,,,かい,,,,,,,,,,,,,,,,,,,
荅,24948,dá,daap3,,,,,とう,とう,とう,hangeul=답|eumhun=|rv=dap|mr=tap|y=tap,,,,,,,,,,,,,,,,
荇,24950,xìng,hang6,,,,,こう,,,hangeul=행|eumhun=|rv=haeng|mr=haeng|y=hayng,,,,,,,,,,,,,,,,
荈,24951,chuǎn,cyun2,,,,,,,,,,,,,,,,,,,,,,,,
草,24952,cǎo,cou2,chhó,,chháu,2tshau,そう,そう,そう,,,,,,,,,,,,,,,,,
荊,24953,jīng,ging1,,,keng,,けい,,,hangeul=형|eumhun=|rv=hyeong|mr=hyŏng|y=hyeng,,,,,,,,,,,,,,,,
荌,24955,àn,,,,,,,,,,,,,,,,,,,,,,,,,
荎,24957,,,,,,,じ,じ,ち,,,,,,,,,,,,,,,,,
荏,24958,rěn,jam5,,,lám,3zen,にん,にん,じん,hangeul=임|eumhun=|rv=im|mr=im|y=im,,,,,,,,,,,,,,,,
荐,24959,jiàn,zin3,,,,,せん,,,hangeul=[[천]], [[건]]|eumhun=|rv=[[cheon]], [[geon]]|mr=[[ch'ŏn]], [[kŏn]]|y=[[chen]], [[ken]],,,,,,,,,,,,
荑,24977,tí,ji4,,,,,い,い,い,hangeul=[[제]], [[이]]|eumhun=|rv=je, i|mr=che, i|y=cey, i,,,,,,,,,,,,
荒,24978,huāng,fong1,fông,fong1,hong,,こう,こう,こう,,,,,,,,,,,,,,,,,
荓,24979,,,,,,,へい,,,,,,,,,,,,,,,,,,,
荔,24980,lì,lai6,lí,,,3li,らい,らい,れい,,,,,,,,,,,,,,,,,
荰,25008,,,,,,,と,,,,,,,,,,,,,,,,,,,
荲,25010,lí,,,,,,,,,,,,,,,,,,,,,,,,,
荳,25011,,,,,,,とう,,,hangeul=두|eumhun=|rv=du|mr=tu|y=twu,,,,,,,,,,,,,,,,
荵,25013,rěn,jan2,,,,,にん,にん,じん,,,,,,,,,,,,,,,,,
荶,25014,yín,,,,,,,,,,,,,,,,,,,,,,,,,
荹,25017,,,,,,,,,,,,,,,,,,,,,,,,,,
荺,25018,yǔn,wan5,,,,,,,,,,,,,,,,,,,,,,,,
荻,25019,dí,dik6,,,,,じゃく,じゃく,てき,hangeul=적|eumhun=|rv=jeok|mr=chŏk|y=cek,,,,,,,,,,,,,,,,
荼,25020,tú,tou4,,,tô͘,,じゃ,じゃ,た,,,,,,,,,,,,,,,,,
荽,25021,suī,seoi1,sî,sui1,,1soe,い,,,hangeul=수|eumhun=|rv=su|mr=su|y=swu,,,,,,,,,,,,,,,,
荾,25022,suī,seoi1,,,,,,,,,,,,,,,,,,,,,,,,
莁,25025,wú,,,,,,,,,,,,,,,,,,,,,,,,,
莂,25026,bié,,,,,,へつ,,,,,,,,,,,,,,,,,,,
莃,25027,xī,hei1,,,,,,,,,,,,,,,,,,,,,,,,
莅,25029,,,,,,,り,,,hangeul=[[리]]>[[이]]|eumhun=|rv=ri>i|mr=ri>i|y=li>i,,,,,,,,,,,,,,,,
莆,25030,pú,pou4,,,ô͘,,ふ,,,,,,,,,,,,,,,,,,,
莈,25032,mò,mut6,,,,,,,,,,,,,,,,,,,,,,,,
莉,25033,lì,lei6,,,lē,,らい,らい,れい,hangeul=[[리]]>[[이]]|eumhun=|rv=ri>i|mr=ri>i|y=li>i,,,,,,,,,,,,,,,,
莊,25034,zhuāng,zong1,chông,,chng,1tsaan,しょう,しょう,そう,hangeul=[[장]]|eumhun=|rv=jang|mr=chang|y=cang,,,,,,,,,,,,,,,,
莋,25035,zuó,zok6,,,,,,,,,,,,,,,,,,,,,,,,
莌,25036,tuō,tyut3,,,,,,,,,,,,,,,,,,,,,,,,
莍,25037,qiú,,,,,,きゅう,,,,,,,,,,,,,,,,,,,
莎,25038,suō,so1,,,,,さ,さ,さ,hangeul=사|eumhun=|rv=sa|mr=sa|y=sa,,,,,,,,,,,,,,,,
莏,25039,suō,co1,,,,,,,,,,,,,,,,,,,,,,,,
莐,25040,chén,cam4,,,,,,,,,,,,,,,,,,,,,,,,
莑,25041,péng,pung4,,,,,,,,,,,,,,,,,,,,,,,,
莒,25042,jǔ,geoi2,,,,,きょ,,,hangeul=거|eumhun=|rv=geo|mr=kŏ|y=ke,,,,,,,,,,,,,,,,
莓,25043,méi,mui4,,,m̂,,まい,まい,ばい|kun=いちご,hangeul=매|eumhun=|rv=mae|mr=mae|y=may,,,,,,,,,,,,,,,,
莔,25044,méng,maang4,,,,,もう,,,,,,,,,,,,,,,,,,,
莕,25045,,,,,,,こう,,,,,,,,,,,,,,,,,,,
莖,25046,jīng,ging3,kîn,gin1,hûiⁿ,,ぎょう,ぎょう,こう,hangeul=경|eumhun=|rv=gyeong|mr=kyŏng|y=kyeng,,,,,,,,,,,,,,,,
莘,25048,shēn,san1,,,,,しん,,,hangeul=신|eumhun=|rv=sin|mr=sin|y=sin,,,,,,,,,,,,,,,,
莙,25049,jūn,kwan2,,,,,きん,,,,,,,,,,,,,,,,,,,
莚,25050,yán,jin4,,,,,えん,えん,えん,hangeul=연|eumhun=|rv=yeon|mr=yŏn|y=yen,,,,,,,,,,,,,,,,
莛,25051,tíng,ting4,,,têng,,てい,,,정,,,,,,,,,,,,,,,,
莜,25052,yóu,jau4,,,,,てき,,,,,,,,,,,,,,,,,,,
莝,25053,cuò,co3,,,,,さ,,,hangeul=좌|eumhun=|rv=jwa|mr=chwa|y=cwa,,,,,,,,,,,,,,,,
莞,25054,guān,gun1,,,,,かん,,,hangeul=[[관]], [[완]]|eumhun=|rv=gwan, wan|mr=kwan, wan|y=kwan, wan,,,,,,,,,,,,
莟,25056,hàn,,,,,,かん,,,hangeul=함|eumhun=|rv=ham|mr=ham|y=ham,,,,,,,,,,,,,,,,
莠,25057,yǒu,,,,,,ゆう,,,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
莡,25058,cuò,,,,,,,,,,,,,,,,,,,,,,,,,
莢,25059,jiá,gaap3,,,kiap,,きょう,,,hangeul=협,,,,,,,,,,,,,,,,
莣,25060,wáng,,,,,,,,,,,,,,,,,,,,,,,,,
莤,25061,,,,,,,,,,hangeul=천|eumhun=|rv=cheon|mr=ch'ŏn|y=chen,,,,,,,,,,,,,,,,
莥,25062,niǔ,,,,,,,,,,,,,,,,,,,,,,,,,
莦,25063,shāo,saau1,,,,,しょう,しょう,しょう,,,,,,,,,,,,,,,,,
莧,25064,xiàn,jin6,,,,,けん,けん,かん,hangeul=현|rv=hyeon|mr=|y=hyen,,,,,,,,,,,,,,,,
莨,25065,làng,long6,,,,,ろう,ろう,ろう,hangeul=[[랑]]>[[낭]]|eumhun=|rv=rang>nang|mr=rang>nang|y=lang>nang,,,,,,,,,,,,,,,,
莩,25066,fú,fu1,,,,,ふ,,,hangeul=[[부]], [[표]]|eumhun=|rv=bu, pyo|mr=pu, p'yo|y=pu, phyo,,,,,,,,,,,,
莪,25067,é,ngo4,,,gô,,が,,,hangeul=아|eumhun=|rv=a|mr=a|y=a,,,,,,,,,,,,,,,,
莫,25068,mò,mok6,mo̍k,,bo̍k,5moq,も,も,ぼ,hangeul=[[막]], [[모]],,,,,,,,,,,,,,,
莬,25069,,,,,,,ぶん,,,,,,,,,,,,,,,,,,,
莽,25086,mǎng,mong5,,,bóng,,も,も,ぼう,망,,,,,,,,,,,,,,,,
莿,25088,cì,ci3,,,,,し,,,hangeul=자|eumhun=|rv=ja|mr=cha|y=ca,,,,,,,,,,,,,,,,
菀,25089,wǎn,jyun2,,,,,えん,,,hangeul=[[완]], [[원]]|rv=wan, won|mr=wan, wŏn,,,,,,,,,,,,,
菁,25090,jīng,cing1,,,cheng,,しょう,しょう,せい,hangeul=청|eumhun=|rv=cheong|mr=ch'ŏng|y=cheng,,,,,,,,,,,,,,,,
菄,25093,dōng,,,,,,,,,,,,,,,,,,,,,,,,,
菅,25094,jiān,gaan1,,,,,かん,,,hangeul=관|eumhun=|rv=gwan|mr=kwan|y=kwan,,,,,,,,,,,,,,,,
菆,25095,zōu,zau1,,,,,,,,,,,,,,,,,,,,,,,,
菈,25097,lā,,,,,,,,,,,,,,,,,,,,,,,,,
菉,25098,lù,luk6,,,,,ろく,ろく,りょく,hangeul=[[록]]>[[녹]]|eumhun=|rv=rok>nok|mr=rok>nok|y=lok>nok,,,,,,,,,,,,,,,,
菊,25099,jú,guk1,khiuk,,kiok,4jyq,きく,きく,きく,hangeul=국|eumhun=|rv=guk|mr=kuk|y=kwuk,,,,,,,,,,,,,,,,
菌,25101,jūn,kwan2,,,ún,,ごん,ごん,きん,hangeul=[[균]]|eumhun=|rv=gyun|mr=kyun|y=kyun,,,,,,,,,,,,,,,,
菍,25102,niè,nip6,,,,,,,,,,,,,,,,,,,,,,,,
菎,25103,kūn,kwan1,,,,,こん,こん,こん}},,,,,,,,,,,,,,,,,
菏,25104,hé,ho4,,,,,か,,,,,,,,,,,,,,,,,,,
菐,25105,pú,buk6,,,,,ほく,,,,,,,,,,,,,,,,,,,
菒,25107,,,,,,,,,,,,,,,,,,,,,,,,,,
菓,25108,,,,,,,か,か,か,hangeul=과|eumhun=|rv=gwa|mr=kwa|y=kwa,,,,,,,,,,,,,,,,
菔,25109,fú,fuk6,,,ho̍k,,ほく,,,복,,,,,,,,,,,,,,,,
菕,25110,lún,leon4,,,,,,,,,,,,,,,,,,,,,,,,
菖,25111,chāng,coeng1,,,chhiong,,しょう,しょう,しょう,hangeul=창|eumhun=|rv=chang|mr=ch'ang|y=chang,,,,,,,,,,,,,,,,
菗,25112,chóu,,,,,,,,,,,,,,,,,,,,,,,,,
菘,25113,sōng,sung1,,,,,すう,すう,しゅう,hangeul=숭|eumhun=|rv=sung|mr=sung|y=swung,,,,,,,,,,,,,,,,
菙,25114,chuí,ceoi4,,,,,,,,,,,,,,,,,,,,,,,,
菜,25117,cài,coi3,chhoi,,chhài,2tshe,さい,さい,さい,hangeul=채,,,,,,,,,,,,,,,,
菝,25118,bá,bat6,,,,,はつ,,,,,,,,,,,,,,,,,,,
菟,25120,tù,tou3,,,,,つ,つ,と,hangeul=도|eumhun=|rv=do|mr=to|y=to,,,,,,,,,,,,,,,,
菠,25121,bō,bo1,,,po͘,,は,は,は,hangeul=파|eumhun=|rv=pa|mr=p'a|y=pha,,,,,,,,,,,,,,,,
菡,25122,hàn,haam5,,,,,,,,hangeul=함|eumhun=|rv=ham|mr=ham|y=ham,,,,,,,,,,,,,,,,
菢,25123,bào,bou6,,,,,,,,,,,,,,,,,,,,,,,,
菣,25124,qìn,,,,,,,,,,,,,,,,,,,,,,,,,
菤,25125,juǎn,,,,,,,,,,,,,,,,,,,,,,,,,
菥,25126,xī,sik1,,,,,,,,,,,,,,,,,,,,,,,,
菦,25127,,,,,,,,,,,,,,,,,,,,,,,,,,
菨,25129,,,,,,,しょう,,,,,,,,,,,,,,,,,,,
菩,25130,bèi,,,,,,ばい,ばい,はい,hangeul=보|eumhun=|rv=bo|mr=po|y=po,,,,,,,,,,,,,,,,
菬,25133,huā,ziu2,,,,,,,,,,,,,,,,,,,,,,,,
菭,25134,tái,toi4,,,,,,,,,,,,,,,,,,,,,,,,
華,25136,huá,waa4,fà,fa2,hôa,3hho,け,け,か,hangeul=화|eumhun=,,,,,,,,,,,,,,,,
菰,25137,gū,gu1,,,ko͘,1ku,こ,,,hangeul=[[고]]|eumhun=|rv=go|mr=ko|y=ko,,,,,,,,,,,,,,,,
菲,25139,fēi,fei1,,,hui,,ひ,ひ,ひ,hangeul=비|eumhun=|rv=bi|mr=pi|y=pi,,,,,,,,,,,,,,,,
菳,25140,qín,kan4,,,,,,,,,,,,,,,,,,,,,,,,
菴,25141,yǎn,,,,,,おん,おん,あん,hangeul=암|eumhun=|rv=am|mr=am|y=am,,,,,,,,,,,,,,,,
菵,25142,wǎng,mong5,,,,,,,,,,,,,,,,,,,,,,,,
菶,25143,běng,bung2,,,,,ほう,,,hangeul=봉|eumhun=,,,,,,,,,,,,,,,,
菸,25145,yū,,,,,,えん,,,,,,,,,,,,,,,,,,,
菹,25146,jū,zeoi1,,,,,しょ,,,hangeul=저|eumhun=,,,,,,,,,,,,,,,,
菺,25147,,,,,,,,,,,,,,,,,,,,,,,,,,
菻,25148,lǐn,lam4,,,,,りん,,,,,,,,,,,,,,,,,,,
菼,25149,tǎn,taam2,,,thám,,たん,,,,,,,,,,,,,,,,,,,
菾,25151,tián,tim4,,,,,,,,,,,,,,,,,,,,,,,,
菿,25152,dào,dou3,,,,,,,,,,,,,,,,,,,,,,,,
萀,25153,hǔ,,,,,,,,,,,,,,,,,,,,,,,,,
萁,25154,qí,kei4,,,,,き,き,き,,,,,,,,,,,,,,,,,
萃,25156,cuì,seoi6,,,,,ずい,ずい,すい,hangeul=[[췌]], [[취]], [[채]]|eumhun=|rv=chwe, chwi, chae|mr=ch'we, ch'wi, ch'ae|y=chwey, chwi, chay,,,,,,,,
萄,25157,táo,tou4,,,tô,3dau,どう,どう,とう,hangeul=도|eumhun=|rv=do|mr=to|y=to,,,,,,,,,,,,,,,,
萆,25159,,,,,,,ひ,,,hangeul=비|eumhun=|rv=bi|mr=pi|y=pi,,,,,,,,,,,,,,,,
萇,25160,cháng,coeng4,,,,,ちょう,,,hangeul=장|eumhun=|rv=jang|mr=chang|y=cang,,,,,,,,,,,,,,,,
萈,25161,huán,wun4,,,,,,,,,,,,,,,,,,,,,,,,
萉,25162,fèi,,,,,,,,,,,,,,,,,,,,,,,,,
萊,25163,lái,loi4,,,lâi,,らい,らい,らい,hangeul=[[래]]>[[내]]|eumhun=|rv=rae>nae|mr=rae>nae|y=lay>nay,,,,,,,,,,,,,,,,
萋,25164,qī,cai1,,,,,せい,,,hangeul=처|eumhun=|rv=cheo|mr=ch'ŏ|y=che,,,,,,,,,,,,,,,,
萌,25165,méng,mang4,mèn,mên2,bêng,3men,みょう,みょう,もう,hangeul=맹|eumhun=|rv=maeng|mr=maeng|y=mayng,,,,,,,,,,,,,,,,
萍,25166,píng,ping4,,,êng,,びょう,びょう,へい,hangeul=평|eumhun=|rv=pyeong|mr=p'yŏng|y=phyeng,,,,,,,,,,,,,,,,
萎,25167,wěi,only,,,úi,,い,い,い,hangeul=[[위]]|eumhun=|rv=wi|mr=wi|y=wi,,,,,,,,,,,,,,,,
萏,25168,dàn,daam6,,,,,たん,,,,,,,,,,,,,,,,,,,
萐,25169,shà,,,,,,,,,,,,,,,,,,,,,,,,,
萑,25170,huán,wun4,,,,,かん,,,,,,,,,,,,,,,,,,,
萒,25171,yǎn,,,,,,,,,,,,,,,,,,,,,,,,,
萩,25194,qiū,cau1,,,,,しゅ,しゅ,しゅう,hangeul=추|eumhun=|rv=chu|mr=ch'u|y=chwu,,,,,,,,,,,,,,,,
萪,25195,kē,,,,,,くわ,,,,,,,,,,,,,,,,,,,
萫,25196,xiāng,,,,,,,,,,,,,,,,,,,,,,,,,
萭,25197,yǔ,,,,,,,,,,,,,,,,,,,,,,,,,
萮,25198,yú,,,,,,,,,,,,,,,,,,,,,,,,,
萯,25199,fù,fu5,,,,,ふう,,,,,,,,,,,,,,,,,,,
萰,25200,liàn,,,,,,,,,,,,,,,,,,,,,,,,,
萱,25201,xuān,hyun1,,,,,けん,,,hangeul=훤|eumhun=|rv=hwon|mr=hwŏn|y=hwen,,,,,,,,,,,,,,,,
萳,25204,nǎn,,,,,,,,,,,,,,,,,,,,,,,,,
萴,25205,cè,,,,,,,,,,,,,,,,,,,,,,,,,
萸,25209,yú,jyu4,,,,,ゆ,,,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
萹,25210,biān,bin1,,,,,へん,,,편,,,,,,,,,,,,,,,,
萼,25213,è,ngok6,nga̍k,,,,がく,がく,がく,hangeul=악|eumhun=|rv=ak|mr=ak|y=ak,,,,,,,,,,,,,,,,
落,25214,luò,lok6,lau,log6,lo̍k,5loq,らく,らく,らく,,,,,,,,,,,,,,,,,
萿,25217,kuò,,,,,,,,,,,,,,,,,,,,,,,,,
葀,25218,kuò,,,,,,,,,,,,,,,,,,,,,,,,,
葃,25221,zuò,zou6,,,,,,,,,,,,,,,,,,,,,,,,
葆,25224,bǎo,bou2,,,,,ほ,ほ,ほう,hangeul=보|eumhun=|rv=bo|mr=po|y=po,,,,,,,,,,,,,,,,
葇,25225,,,,,,,じゅう,,,,,,,,,,,,,,,,,,,
葉,25227,yè,jip6,ya̍p,,hio̍h,5hhiq,しょう,しょう,しょう,hangeul=[[엽]], [[섭]]|eumhun=|mr=yŏp, sŏp|y=yep, sep,,,,,,,,,,,,,
葋,25229,qú,,,,,,,,,,,,,,,,,,,,,,,,,
葌,25230,jiān,,,,,,,,,,,,,,,,,,,,,,,,,
葍,25231,,,,,,,ふく,,,,,,,,,,,,,,,,,,,
葎,25232,lǜ,leot6,,,,,りち,りち,りつ,,,,,,,,,,,,,,,,,
葏,25234,jiān,,,,,,せん,,,,,,,,,,,,,,,,,,,
葐,25235,pén,pun4,,,,,,,,,,,,,,,,,,,,,,,,
葑,25236,fēng,fung1,,,,,ほう,,,풍,,,,,,,,,,,,,,,,
葒,25237,hóng,hung4,,,,,こう,,,,,,,,,,,,,,,,,,,
葓,25238,hóng,,,,,,,,,,,,,,,,,,,,,,,,,
葔,25239,hóu,,,,,,,,,,,,,,,,,,,,,,,,,
願,25240,yuàn,jyun6,ngien,ngian4,goān,,ごん,ごん,げん,hangeul=원|eumhun=|rv=won|mr=wŏn|y=wen,,,,,,,,,,,,,,,,
葖,25242,,,,,,,とつ,,,,,,,,,,,,,,,,,,,
著,25243,zhuó,zoek3,chok,,,4tsaq,じゃく,じゃく,ちゃく,hangeul=[[저]], [[착]]|eumhun=|rv=jeo, chak|mr=chŏ, ch'ak|y=ce, chak,,,,,,,,,,,,
葘,25245,,,,,,,し,,,,,,,,,,,,,,,,,,,
葙,25246,,,,,,,しょう,,,,,,,,,,,,,,,,,,,
葚,25247,shèn,sam6,,,,,ちん,,,,,,,,,,,,,,,,,,,
葛,25248,gé,got3,kot,,kat,4keq,かち,かち,かつ,hangeul=갈|eumhun=칡|rv=gal|mr=kal|y=kal,,,,,,,,,,,,,,,,
葞,25251,mǐ,mei5,,,,,,,,,,,,,,,,,,,,,,,,
葟,25252,huáng,wong4,,,,,こう,,,,,,,,,,,,,,,,,,,
葡,25254,pú,pou4,,,,3bu,ぶ,ぶ,ほ,포,,,,,,,,,,,,,,,,
董,25256,dǒng,dung2,,,táng,,とう,,,hangeul=동|eumhun=|rv=dong|mr=tong|y=tong,,,,,,,,,,,,,,,,
葤,25257,zhòu,zau6,,,,,ちゅう,,,,,,,,,,,,,,,,,,,
葥,25258,qián,zin3,,,,,せん,,,,,,,,,,,,,,,,,,,
葦,25259,wěi,wai5,,,,,い,い,い,hangeul=위|eumhun=|rv=wi|mr=wi|y=wi,,,,,,,,,,,,,,,,
葨,25261,wēi,,,,,,,,,,,,,,,,,,,,,,,,,
葩,25262,pā,baa1,,,a,,へ,へ,は,파,,,,,,,,,,,,,,,,
葫,25264,hú,wu4,,,hô͘,,ご,ご,こ,hangeul=호|eumhun=|rv=ho|mr=ho|y=ho,,,,,,,,,,,,,,,,
葬,25265,zàng,zong3,chong,,chòng,,そう,そう,そう,장,,,,,,,,,,,,,,,,
葭,25266,jiā,gaa1,,,ka,,け,け,か,가,,,,,,,,,,,,,,,,
葯,25268,yào,joek3,,,,,やく,,,hangeul=[[약]], [[악]]|eumhun=|rv=yak, ak|mr=yak, ak|y=yak, ak,,,,,,,,,,,,
葰,25269,suī,seoi1,,,,,すい,,,,,,,,,,,,,,,,,,,
葲,25271,quán,,,,,,,,,,,,,,,,,,,,,,,,,
葳,25272,,,,,,,い,,,hangeul=위|eumhun=|rv=wi|mr=wi|y=wi,,,,,,,,,,,,,,,,
葴,25273,,,,,,,しん,,,,,,,,,,,,,,,,,,,
葵,25274,kuí,kwai4,,,kûi,,ぎ,ぎ,き,hangeul=규|eumhun=|rv=gyu|mr=kyu|y=kyu,,,,,,,,,,,,,,,,
葶,25275,,,,,,,てい,,,,,,,,,,,,,,,,,,,
葷,25276,hūn,fan1,,,hun,1hun,くん,,,hangeul=훈|eumhun=|mr=hun|y=hwun,,,,,,,,,,,,,,,,
葸,25277,,,,,,,さい,,,,,,,,,,,,,,,,,,,
葹,25278,shī,si1,,,,,せ,せ,し,,,,,,,,,,,,,,,,,
葺,25279,qì,cap1,,,,,しゅう,,,hangeul=즙|eumhun=|rv=jeup|mr=chŭp|y=cup,,,,,,,,,,,,,,,,
葻,25280,lán,,,,,,,,,hangeul=[[람]]>[[남]]|eumhun=|rv=ram>nam|mr=ram>nam|y=lam>nam,,,,,,,,,,,,,,,,
葼,25281,zōng,,,,,,そう,,,,,,,,,,,,,,,,,,,
葽,25283,,,,,,,よう,,,,,,,,,,,,,,,,,,,
葿,25285,méi,,,,,,,,,,,,,,,,,,,,,,,,,
蒀,25286,yūn,wan1,,,,,,,,,,,,,,,,,,,,,,,,
蒍,25301,wěi,wai2,,,,,,,,hangeul=위|eumhun=|rv=wi|mr=wi|y=wi,,,,,,,,,,,,,,,,
蒐,25305,sōu,sau1,,,,,しゅ,しゅ,そう,hangeul=수|eumhun=|rv=su|mr=su|y=swu,,,,,,,,,,,,,,,,
蒒,25307,,,,,,,し,,,,,,,,,,,,,,,,,,,
蒓,25309,chún,seon4,,,,,じゅん,,,,,,,,,,,,,,,,,,,
蒔,25310,shì,si6,,,,,し,,,hangeul=시|eumhun=|rv=si|mr=si|y=si,,,,,,,,,,,,,,,,
蒖,25313,,,,,,,しん,,,,,,,,,,,,,,,,,,,
蒗,25314,làng,long6,,,,,,,,,,,,,,,,,,,,,,,,
蒘,25315,ná,yu4,,,,,,,,,,,,,,,,,,,,,,,,
蒙,25316,méng,mung4,,,bông,,む,む,ぼう,hangeul=몽|eumhun=|rv=mong|mr=mong|y=mong,,,,,,,,,,,,,,,,
蒚,25318,lì,,,,,,,,,,,,,,,,,,,,,,,,,
蒛,25319,quē,kyut3,,,,,,,,,,,,,,,,,,,,,,,,
蒜,25320,suàn,syun3,son,,soàn,2soe,さん,さん,さん,hangeul=산|eumhun=|rv=san|mr=san|y=san,,,,,,,,,,,,,,,,
蒝,25321,yuán,jyun4,,,,,,,,,,,,,,,,,,,,,,,,
蒟,25323,jǔ,geoi2,,,,,こん|goon=く|kanon=く}},く|kanon=く}},く}},hangeul=구|eumhun=|rv=gu|mr=ku|y=kwu,,,,,,,,,,,,,,,,
蒠,25324,xī,,,,,,,,,,,,,,,,,,,,,,,,,
蒡,25326,bàng,bong2,,,,,びょう,びょう,ほう,hangeul=방|eumhun=|rv=bang|mr=pang|y=pang,,,,,,,,,,,,,,,,
蒢,25327,chú,ceoi4,,,,,,,,,,,,,,,,,,,,,,,,
蒤,25329,tú,tou4,,,,,,,,,,,,,,,,,,,,,,,,
蒥,25330,liú,,,,,,,,,,,,,,,,,,,,,,,,,
蒨,25333,kuài,sin3,,,,,せん|kun=あかね|nanori=}},,,hangeul=천|eumhun=|rv=cheon|mr=ch'ŏn|y=chen,,,,,,,,,,,,,,,,
蒩,25334,zū,zou1,,,,,そ,,,,,,,,,,,,,,,,,,,
蒪,25336,pò,pok3,,,,,はく,はく,はく,,,,,,,,,,,,,,,,,
蒫,25337,cuó,,,,,,,,,,,,,,,,,,,,,,,,,
蒬,25338,yuān,,,,,,,,,,,,,,,,,,,,,,,,,
蒮,25341,yù,,,,,,,,,,,,,,,,,,,,,,,,,
蒯,25342,kuǎi,gwaai2,,,,,かい,,,hangeul=괴|eumhun=|rv=goe|mr=koe|y=koy,,,,,,,,,,,,,,,,
蒱,25344,pú,po4,,,,,ほ,,,,,,,,,,,,,,,,,,,
蒲,25345,pú,pou4,,,ô͘,,ぶ,ぶ,ほ,hangeul=포|eumhun=|rv=po|mr=p'o|y=pho,,,,,,,,,,,,,,,,
蒳,25346,nà,,,,,,,,,,,,,,,,,,,,,,,,,
蒴,25347,shuò,sok3,,,,,さく,さく,さく,hangeul=삭|eumhun=|rv=sak|mr=sak|y=sak,,,,,,,,,,,,,,,,
蒵,25348,xí,,,,,,,,,,,,,,,,,,,,,,,,,
蒸,25352,zhēng,zing1,,,cheng,1tsen,しょう,しょう,しょう,찌다|찔|증,,,,,,,,,,,,,,,,
蒹,25353,jiān,gim1,,,,,けん,,,hangeul=겸|eumhun=|rv=gyeom|mr=kyŏm|y=kyem,,,,,,,,,,,,,,,,
蒺,25354,jí,zat6,,,,,しつ,,,hangeul=질|eumhun=|rv=jil|mr=chil|y=cil,,,,,,,,,,,,,,,,
蒻,25356,ruò,joek6,,,,,にゃく,にゃく,じゃく,hangeul=약|eumhun=|rv=yak|mr=yak|y=yak,,,,,,,,,,,,,,,,
蒼,25357,cāng,cong1,,,chhang,,そう,そう,そう,hangeul=창|eumhun=|rv=chang|mr=ch'ang|y=chang,,,,,,,,,,,,,,,,
蒿,25361,hāo,hou1,,,ho͘,,こう,,,hangeul=호|eumhun=|rv=ho|mr=ho|y=ho,,,,,,,,,,,,,,,,
蓀,25362,sūn,syun1,,,,,そん,,,hangeul=소|eumhun=|rv=so|mr=so|y=so,,,,,,,,,,,,,,,,
蓁,25363,zhēn,zeon1,,,,,しん,,,hangeul=진|eumhun=|rv=jin|mr=chin|y=cin,,,,,,,,,,,,,,,,
蓂,25364,míng,,,,,,めい,,,hangeul=명|eumhun=|rv=myeong|mr=myŏng|y=myeng,,,,,,,,,,,,,,,,
蓄,25366,xù,cuk1,hiuk,,hiok,4xioq,ちく,ちく,ちく,hangeul=축|eumhun=|rv=chuk|mr=ch'uk|y=chwuk,,,,,,,,,,,,,,,,
蓆,25368,xí,zik6,,,chhio̍h,,せき,,,hangeul=석|eumhun=|rv=seok|mr=sŏk|y=sek,,,,,,,,,,,,,,,,
蓇,25369,gū,gwat1,,,,,こつ,,,,,,,,,,,,,,,,,,,
蓈,25370,láng,,,,,,こう,,,,,,,,,,,,,,,,,,,
蓉,25371,róng,jung4,,,iông,,ゆう,ゆう,よう,hangeul=용|eumhun=|rv=yong|mr=yong|y=yong,,,,,,,,,,,,,,,,
蓊,25372,wěng,jung2,,,ōm,,う,う,おう,hangeul=옹|eumhun=|rv=ong|mr=ong|y=ong,,,,,,,,,,,,,,,,
蓋,25373,gài,goi3,koi,,kah,2ke,かい,かい,かい,hangeul=[[개]], [[합]]|eumhun=|rv=gae, hap|mr=kae, hap|y=kay, hap,,,,,,,,,,,,
