,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
12959,㥨,4031147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12960,㥯,4031165.0,yǐn,zaan2,,,,,いん,,,,,,,,,,,,,,,,,,,
12961,㥴,4032612.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12962,㥶,4032619.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12963,㥷,4032639.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12964,㥽,4032666.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12965,㥾,4032668.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12966,㦁,4032717.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12967,㦃,4032720.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12968,㦄,4032721.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12969,㦅,4032812.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12970,𢣏,4034583.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12971,㦌,4034696.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12972,㦎,4035034.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12973,㦒,4036206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12974,㦓,4036220.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12975,㦗,4036233.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12976,㦚,4036634.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12977,㦛,4036638.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12978,㦜,4036760.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12979,㦟,4036774.0,mái,fat3,,,,,,,,,,,,,,,,,,,,,,,,
12980,㦣,4036798.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12981,㦦,4037288.0,xì,hak1,,,,,,,,,,,,,,,,,,,,,,,,
12982,㦬,4039599.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12983,㦴,4040640.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12984,㦵,4040641.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12985,㦺,4040936.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12986,㦼,4041019.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12987,㦿,4041044.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12988,㧀,4041048.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12989,㧁,4041056.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12990,㧄,4042170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12991,㧆,4042172.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12992,㧉,4042187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12993,㧒,4042768.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12994,㧓,4042769.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12995,㧔,4042770.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12996,㧖,4042777.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12997,㧗,4042792.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12998,㧘,4043167.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12999,㧡,4043668.0,hài,hoi6,,,,,,,,,,,,,,,,,,,,,,,,
13000,㧢,4043676.0,yīn,zaan1,,,,,,,,,,,,,,,,,,,,,,,,
13001,䀈,4044478.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13002,䀉,4044484.0,qiáo,giu2,,,,,,,,,,,,,,,,,,,,,,,,
13003,䀊,4044487.0,jiǎo,gau2,,,,,,,,,,,,,,,,,,,,,,,,
13004,䀍,4044490.0,kàn,ham3,,,,,,,,,,,,,,,,,,,,,,,,
13005,㧦,4045525.0,xuàn,hyun3,,,,,,,,,,,,,,,,,,,,,,,,
13006,㧬,4046730.0,gǒng,gung2,,,,,,,,,,,,,,,,,,,,,,,,
13007,㧲,4047150.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13008,㧴,4047151.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13009,㧶,4047152.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13010,㧹,4047160.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13011,㧺,4047163.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13012,㧻,4047164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13013,㧾,4047168.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13014,𦣻,4053125.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13015,㨁,4054009.0,zhì,ci5,,,,,,,,,,,,,,,,,,,,,,,,
13016,㨅,4056094.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13017,㨉,4056098.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13018,㨊,4056100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13019,㨋,4056101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13020,㨍,4056103.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13021,㨎,4056104.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13022,㨏,4056105.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13023,㨐,4056106.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13024,㨒,4056109.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13025,㨙,4056115.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13026,㨝,4056119.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13027,㨞,4056120.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13028,㨟,4056121.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13029,㨠,4056123.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13030,㨡,4056124.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13031,㨤,4056126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13032,㨥,4056127.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13033,㨧,4056130.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13034,㨨,4056131.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13035,㨵,4056143.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13036,㨷,4056145.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13037,㨹,4056147.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13038,㨻,4056149.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13039,㨾,4056153.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13040,㩇,4056162.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13041,㩉,4056164.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13042,㩊,4056165.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13043,㩋,4056166.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13044,㩓,4056170.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13045,㩜,4056179.0,lǎn,gaam3,,,,,,,,,,,,,,,,,,,,,,,,
13046,㩢,4056185.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13047,㩤,4056187.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13048,㩨,4056191.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13049,㩩,4056192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13050,㩱,4056199.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13051,㩳,4056201.0,sǒng,sung2,,,,,,,,,,,,,,,,,,,,,,,,
13052,㩵,4056203.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13053,㩹,4056206.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13054,㩺,4056207.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13055,㩻,4056208.0,qī,hei1,,,,,,,,,,,,,,,,,,,,,,,,
13056,㩼,4056209.0,zhī,zi1,,,,,,,,,,,,,,,,,,,,,,,,
13057,㩽,4056210.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13058,㩾,4056211.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13059,㩿,4056212.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13060,㪁,4056214.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13061,㪃,4056216.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13062,㪆,4056220.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13063,㪇,4056222.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13064,㪉,4056224.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13065,㪋,4056227.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13066,㪌,4056228.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13067,㪍,4056229.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13068,㪏,4056231.0,bǐ,bei2,,,,,,,,,,,,,,,,,,,,,,,,
13069,㪐,4056232.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13070,㪑,4056233.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13071,㪒,4056234.0,ní,ngaai4,,,,,,,,,,,,,,,,,,,,,,,,
13072,㪖,4056238.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13073,㪙,4056241.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13074,㪜,4056244.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13075,㪝,4056245.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13076,㪡,4056249.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13077,㪤,4056253.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13078,㪥,4056254.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13079,㪩,4056258.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13080,㪪,4056259.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13081,㪬,4056261.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13082,㪭,4056262.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13083,㪵,4056268.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13084,㪹,4056271.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13085,㪺,4056272.0,jū,,,,,,,,,,,,,,,,,,,,,,,,,
13086,㪻,4056273.0,juàn,gyun3,,,,,,,,,,,,,,,,,,,,,,,,
13087,㫂,4056279.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13088,㫊,4056281.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13089,㫍,4056283.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13090,㫎,4056284.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13091,㫏,4056285.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13092,㫐,4056286.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13093,㫱,4056313.0,nǎn,naan5,,,,,ねん,ねん,だん,,,,,,,,,,,,,,,,,
13094,㫹,4056322.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13095,㫽,4056326.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13096,㬄,4056328.0,,,,,,,だん,,だん,,,,,,,,,,,,,,,,,
13097,㬉,4056333.0,,,,,,,なん,なん,だん,,,,,,,,,,,,,,,,,
13098,㬊,4056334.0,huǎn,wun6,,,,,がん,がん,かん,,,,,,,,,,,,,,,,,
13099,㬒,4056340.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13100,㬓,4056341.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13101,㬗,4056344.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13102,㬜,4056349.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13103,㬝,4056350.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13104,㬤,4056358.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13105,㬫,4056363.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13106,㬮,4056366.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13107,㬱,4056369.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13108,㬻,4056377.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13109,㭂,4056380.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13110,㭈,4056384.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13111,㭊,4056386.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13112,㭔,4056396.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13113,㭕,4056397.0,qū,keoi1,,,,,,,,,,,,,,,,,,,,,,,,
13114,㭚,4056399.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13115,㭛,4056400.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13116,㭜,4056401.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13117,㭝,4056402.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13118,㭩,4056409.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13119,㭫,4056411.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13120,㭭,4056414.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13121,㭯,4056416.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13122,㭰,4056417.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13123,㭸,4056421.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13124,㭺,4056424.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13125,㭼,4056425.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13126,㭿,4056428.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13127,㮀,4056429.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13128,㮂,4056431.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13129,㮃,4056432.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13130,㮅,4056433.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13131,㮇,4056435.0,tiàn,tim3,,,,,,,,,,,,,,,,,,,,,,,,
13132,㮌,4056438.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13133,㮍,4056439.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13134,㮐,4056442.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13135,㮕,4056448.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13136,㮖,4056449.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13137,㮙,4056451.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13138,㮚,4056452.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13139,㮝,4056455.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13140,㮢,4056460.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13141,㮤,4056462.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13142,㮦,4056464.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13143,㮧,4056465.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13144,㮨,4056466.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13145,㮩,4056467.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13146,㮫,4056469.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13147,㮬,4056470.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13148,㮯,4056473.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13149,㮰,4056474.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13150,㮲,4056476.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13151,㮴,4056478.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13152,㮶,4056480.0,shuò,sak3,,,,,,,,,,,,,,,,,,,,,,,,
13153,㮷,4056481.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13154,㮿,4056487.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13155,㯁,4056489.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13156,㯃,4056491.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13157,㯄,4056492.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13158,㯅,4056493.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13159,㯉,4056498.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13160,㯊,4056499.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13161,㯋,4056500.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13162,㯍,4056502.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13163,㯓,4056506.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13164,㯔,4056507.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13165,㯕,4056508.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13166,㯙,4056512.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13167,㯚,4056513.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13168,㯛,4056514.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13169,㯜,4056515.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13170,㯞,4056517.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13171,㯟,4056519.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13172,㯠,4056520.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13173,㯡,4056522.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13174,㯫,4056531.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13175,㯬,4056532.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13176,㯮,4056534.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13177,㯯,4056535.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13178,㯱,4056537.0,pāo,piu4,,,,,,,,,,,,,,,,,,,,,,,,
13179,㯲,4056539.0,jìn,gam3,,,,,,,,,,,,,,,,,,,,,,,,
13180,㯳,4056540.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13181,㯸,4056543.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13182,㯺,4056546.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13183,㯿,4056550.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13184,㰁,4056552.0,luǒ,lo2,,,,,,,,,,,,,,,,,,,,,,,,
13185,㰂,4056553.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13186,㰈,4056559.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13187,㰊,4056561.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13188,㰋,4056562.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13189,㰍,4056565.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13190,㰚,4056576.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13191,㰠,4056581.0,hāng,kong3,,,,,,,,,,,,,,,,,,,,,,,,
13192,㰢,4056583.0,kēng,hang1,,,,,,,,,,,,,,,,,,,,,,,,
13193,㰣,4056584.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13194,㰤,4056585.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13195,㰥,4056586.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13196,㰦,4056587.0,,,,,,,きょ,,,,,,,,,,,,,,,,,,,
13197,㰨,4056589.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13198,㰪,4056591.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13199,㰬,4056593.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13200,㰭,4056595.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13201,㰮,4056596.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13202,㰯,4056597.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13203,㰰,4056598.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13204,㰲,4056601.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13205,㰳,4056602.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13206,㰴,4056603.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13207,㰵,4056604.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13208,㰶,4056605.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13209,㰹,4056608.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13210,㰻,4056610.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13211,㰼,4056611.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13212,㰽,4056612.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13213,㱀,4056615.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13214,㱂,4056617.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13215,㱃,4056618.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13216,㱄,4056619.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13217,㱇,4056622.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13218,㱊,4056625.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13219,㱍,4056628.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13220,㱎,4056629.0,kūn,kwaan1,,,,,,,,,,,,,,,,,,,,,,,,
13221,㱒,4056631.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13222,㱕,4056633.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13223,㱖,4056635.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13224,㱙,4056638.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13225,㱚,4056639.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13226,㱜,4056641.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13227,㱞,4056642.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13228,㱟,4056643.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13229,㱠,4056644.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13230,㱣,4056647.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13231,㱤,4056648.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13232,㱥,4056649.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13233,㱦,4056650.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13234,㱬,4056656.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13235,㱯,4056659.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13236,㱱,4056661.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13237,㱲,4056662.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13238,㱳,4056663.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13239,㱴,4056664.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13240,㱵,4056665.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13241,㱸,4056667.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13242,㱻,4056670.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13243,㱽,4056672.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13244,㱿,4056674.0,què,,,,,,,,,,,,,,,,,,,,,,,,,
13245,㲃,4056679.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13246,㲄,4056680.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13247,㲅,4056681.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13248,㲈,4056684.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13249,㲉,4056685.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13250,㲋,4056687.0,chuò,coek3,,,,,,,,,,,,,,,,,,,,,,,,
13251,㲍,4056689.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13252,㲓,4056692.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13253,㲔,4056693.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13254,㲕,4056694.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13255,㲖,4056695.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13256,㲗,4056697.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13257,㲚,4056701.0,shā,saa1,,,,,,,,,,,,,,,,,,,,,,,,
13258,㲝,4056705.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13259,㲞,4056706.0,sū,seot1,,,,,,,,,,,,,,,,,,,,,,,,
13260,㲟,4056707.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13261,㲡,4056709.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13262,㲢,4056710.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13263,㲥,4056714.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13264,㲦,4056715.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13265,㲪,4056718.0,dēng,dang1,,,,,,,,,,,,,,,,,,,,,,,,
13266,㲫,4056720.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13267,㲬,4056721.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13268,㲰,4056724.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13269,㲱,4056725.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13270,㲲,4056726.0,dié,dip6,,,,,,,,,,,,,,,,,,,,,,,,
13271,㲺,4056734.0,jí,,,,,,,,,,,,,,,,,,,,,,,,,
13272,㲼,4056736.0,yì,zi6,,,,,,,,,,,,,,,,,,,,,,,,
13273,㲽,4056737.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13274,㳀,4056740.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13275,㳁,4056741.0,zè,,,,,,,,,,,,,,,,,,,,,,,,,
13276,㳂,4056742.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13277,㳄,4056744.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13278,㳅,4056745.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13279,㳐,4056753.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13280,㳗,4056760.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13281,㳘,4056761.0,chōng,cung1,,,,,,,,,,,,,,,,,,,,,,,,
13282,㳛,4056764.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13283,㳥,4056771.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13284,㳬,4056774.0,xuán,syun4,,,,,,,,,,,,,,,,,,,,,,,,
13285,㳶,4056781.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13286,㳹,4056784.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13287,㴂,4056794.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13288,㴐,4056805.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13289,㴒,4056807.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13290,㴥,4056820.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13291,㴦,4056821.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13292,㴧,4056822.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13293,㴫,4056826.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13294,㴬,4056828.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13295,㴯,4056831.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13296,㴲,4056834.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13297,㴴,4056836.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13298,㴸,4056840.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13299,㴽,4056842.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13300,㵂,4056847.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13301,㵋,4056853.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13302,㵐,4056858.0,jué,kyut3,,,,,,,,,,,,,,,,,,,,,,,,
13303,㵑,4056859.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13304,㵒,4056860.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13305,㵗,4056865.0,,,,,,,,,,,,,,,,,,,,,,,,,,
13306,㵝,4056867.0,,,,,,,,,,,,,,,,,,,,,,,,,,
